"FPKM.fem1_lane7"	"FPKM.fem1_lane8"	"FPKM.fem2_lane7"	"FPKM.fem2_lane8"	"FPKM.fem4_lane7"	"FPKM.fem4_lane8"	"FPKM.fem5_lane7"	"FPKM.fem5_lane8"	"FPKM.male1_lane7"	"FPKM.male1_lane8"	"FPKM.male2_lane7"	"FPKM.male2_lane8"
"GMOY012015-RA"	0	0	0.664101	0	0.549306	0	0	1.570798	0	0.565122	1.912305	0.616906
"GMOY012268-RA"	2.315005	3.55978	3.268871	5.576444	0.94224	2.044996	0.670534	2.521426	2.291296	4.765564	245.92984	250.443085
"GMOY012141-RA"	0.668624	1.264666	0	1.88764	0	0.704472	2.214966	0	0	1.489419	25.161554	24.620646
"GMOY005786-RA"	261.535919	249.952362	201.747665	190.536224	228.683014	228.743454	288.682648	262.903503	280.477539	273.054199	256.27478	287.899292
"GMOY005787-RA"	28.337149	26.652245	22.888325	21.379261	22.842585	22.456211	26.898863	26.610605	37.520779	39.453785	33.702419	36.902145
"GMOY005788-RA"	20.65589	22.124231	17.800058	18.222651	21.931517	21.67486	19.027794	22.382416	34.399284	33.160694	26.478079	30.97051
"GMOY013268-RA"	2.302172	1.134527	0.923402	1.628089	1.2849	2.033517	1.196468	2.648772	0.77883	2.326557	2.273463	0.502045
"GMOY013235-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY013234-RA"	39.435719	32.735085	34.058136	35.311497	30.959976	41.007378	30.822559	34.151516	38.868233	31.049406	36.357033	28.175903
"GMOY013269-RA"	5.216781	3.39964	3.350897	2.597753	2.090577	3.816708	2.333847	4.024867	6.163721	3.423619	4.713758	3.464038
"GMOY013270-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005790-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005791-RA"	41.939968	39.571835	32.461174	34.760098	41.764992	46.501984	46.271446	41.394093	45.627613	47.355831	46.674927	61.98241
"GMOY005792-RA"	1.360492	2.090827	1.805176	1.770525	2.086794	2.691265	1.882149	2.605406	2.682747	1.064482	2.342047	1.869405
"GMOY005793-RA"	31.264158	28.106487	31.609503	33.51775	33.111061	32.759521	37.04068	33.413044	26.692312	31.619989	29.264776	32.141071
"GMOY005794-RA"	0	0.5125	0	0	0	0	0	0.195338	0	0	0.179704	0
"GMOY005795-RA"	12.836523	10.182107	13.620811	12.644579	9.713808	12.557277	10.654052	12.255291	9.890178	10.325197	9.066779	12.761696
"GMOY005796-RA"	0	0	0	0	0.179643	0	0.904627	0	0	0	0	0
"GMOY005797-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005798-RA"	0	79.856361	73.012161	72.497414	143.540344	133.464569	111.788002	121.397942	118.464035	108.531967	193.28096	190.957886
"GMOY005799-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005800-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005801-RA"	11.769966	12.178892	12.826136	12.754272	11.703916	13.428465	13.746217	13.162956	12.118378	13.751615	11.197667	10.548706
"GMOY005802-RA"	18.06958	19.415945	16.927164	18.67787	19.12434	18.407789	19.984129	20.244555	22.365263	23.577391	22.826962	22.779909
"GMOY005803-RA"	101.685654	96.433388	74.807556	81.953217	116.280907	111.281174	102.571724	103.575676	85.211143	77.699181	85.117844	84.714119
"GMOY005804-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005805-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005806-RA"	1.861131	1.898575	3.229002	2.11141	1.882976	1.209299	2.69018	1.865058	1.649508	1.084598	0	1.254616
"GMOY005807-RA"	164.89444	146.860291	117.797997	116.205513	123.498001	122.564842	136.481674	124.913864	158.629318	159.878235	172.007172	165.658768
"GMOY005808-RA"	2.647515	3.300637	2.101446	3.065563	3.989326	3.935706	2.822751	3.018633	2.976151	3.277612	2.783951	3.132046
"GMOY005809-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005810-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005811-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005812-RA"	6.975845	7.381727	7.285878	7.728179	9.816262	8.804166	9.176594	10.117137	11.143396	10.766158	11.644381	11.303628
"GMOY005813-RA"	0.160517	0.523799	0.857947	0	0	0.182725	0.473871	0	0.332552	0	0.179562	0
"GMOY005814-RA"	5.83417	7.337832	6.458111	7.6422	9.053008	8.613879	7.645447	7.630834	7.69431	7.756614	10.345742	7.979252
"GMOY005815-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005816-RA"	16.544102	18.939024	24.404011	19.776752	18.577658	15.023498	17.696615	15.689816	16.265934	18.294569	16.0923	17.928265
"GMOY005817-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005818-RA"	1.616042	0	0	2.924593	0.818828	0	1.040647	1.287063	0	0	1.079038	0
"GMOY005819-RA"	0	0	0	0	0	0	0	0	0	0	0	0.045427
"GMOY005820-RA"	0	0	0	0	0	0	0	0	0.216315	0.211136	0	0
"GMOY005821-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005822-RA"	1.923963	3.401864	3.042751	3.13325	4.192595	4.034505	1.529568	2.705744	1.516319	2.570092	1.759405	1.928679
"GMOY005823-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005824-RA"	1.601968	0.946227	0.317797	0.618482	1.980303	0.922295	1.963654	2.017773	2.050525	0.679061	2.640376	2.628422
"GMOY005825-RA"	4.121585	5.125738	6.90978	6.905623	5.189808	4.486298	4.560018	4.938766	4.092574	3.899555	3.427634	4.48198
"GMOY005826-RA"	4.906431	6.887154	4.4493	4.958646	2.068835	1.298304	6.784206	6.348817	5.504702	1.252623	2.705994	0
"GMOY005827-RA"	0.281815	0.420219	1.59586	0	0.999102	0	0.318522	0	3.604763	3.843967	6.373463	2.565557
"GMOY005828-RA"	0.097241	0.186186	0	0.120955	0.444685	0.113591	0.108806	0	0	0	0.110016	0.211092
"GMOY012761-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY012569-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005829-RB"	5.536047	5.214995	8.607439	7.593764	8.556695	8.874854	5.183654	6.880819	4.594611	6.521998	4.686035	0
"GMOY005829-RA"	20.218845	17.348616	0.249338	1.573031	2.227079	2.111478	25.949486	24.054255	0	0	18.511303	21.503492
"GMOY005830-RA"	38.093086	37.2505	40.13641	40.661442	36.340939	35.549355	32.442158	34.606853	33.665558	29.539204	29.238903	31.485708
"GMOY005831-RA"	2.342844	2.033143	2.664099	2.322514	1.376238	3.574169	2.650191	3.041515	1.634784	2.625711	2.419396	1.835199
"GMOY005832-RA"	10.520324	10.428335	11.202717	13.755217	10.778249	10.069518	12.760913	12.188271	10.133329	10.17794	8.893124	10.673662
"GMOY012935-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005833-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005834-RA"	1.327924	0	0.675447	0	0.785272	0.777523	1.493315	0	0.715545	0	0	1.149864
"GMOY005835-RA"	0.522189	1.038286	0.381747	0.538092	0	0.304992	0	0.597976	1.279562	0	0.621047	0
"GMOY005836-RA"	0	0	0.447466	0	0	0.24608	0	0	0	0	0	0.486054
"GMOY005837-RA"	15.644481	17.678335	10.139609	6.230486	11.332816	11.023526	16.627083	12.360315	11.068294	9.735273	12.981117	13.353321
"GMOY005838-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005839-RA"	28.215487	29.269804	20.033739	20.385752	24.647972	23.102135	31.653896	31.656916	34.612797	29.619572	32.553829	33.502193
"GMOY005840-RA"	0.704941	1.045383	0.886936	1.073303	1.273797	1.078779	2.965882	3.393789	0	1.844325	2.139242	1.413457
"GMOY005841-RA"	13.567617	13.482774	13.271149	13.19993	15.506856	15.782261	15.995917	17.597902	16.152075	18.401634	17.791941	18.246077
"GMOY005842-RA"	2.798996	3.963197	2.198645	3.575327	2.849031	3.238666	4.443885	3.499237	3.828953	2.289808	4.125473	3.406996
"GMOY005843-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005844-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005846-RA"	5.015251	5.6525	4.304151	4.266162	4.769478	4.72143	7.194045	5.491255	4.41247	4.364023	2.674672	4.709954
"GMOY005845-RA"	6.944194	7.583245	9.69846	6.899825	7.532908	6.09424	8.492335	8.505368	10.263052	8.324852	11.098192	9.390655
"GMOY005847-RA"	0.403239	0.761832	0.844481	0.803863	0.743761	1.150332	1.245978	1.288765	0.916177	0.813356	0.717048	0.954967
"GMOY013189-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY012888-RA"	0	0	1.742313	0	0	0	0	0	0	0	0	0
"GMOY005848-RA"	0.749938	0.801702	0.293398	0.288927	0	0	1.216958	0.476001	0	1.009694	0	0.234955
"GMOY005849-RA"	10.702974	10.949052	7.950264	8.551148	8.200152	9.704193	8.824486	11.537942	8.232463	8.530201	7.445518	10.874901
"GMOY005850-RA"	36.856441	35.40662	36.070984	37.252876	36.395382	33.241802	34.748417	37.623375	40.485611	39.459297	37.84259	41.584873
"GMOY005851-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005852-RA"	0.863239	2.025297	0	0	0	0.661372	0.325157	0.487693	0	0	0.338897	0
"GMOY005853-RA"	16.142609	15.591902	14.068611	15.849347	18.295908	17.667278	17.218552	16.348595	21.732252	18.448933	19.195387	17.8393
"GMOY005854-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005855-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005856-RA"	0	1.61236	0	0	1.038304	1.191208	1.117395	2.58765	0	1.236189	0	1.142785
"GMOY005857-RA"	7.763142	6.579064	8.151848	7.100904	8.218185	6.810343	8.210087	6.569818	8.698123	7.59641	7.741625	7.163481
"GMOY005858-RA"	11.204494	9.196585	8.324931	8.484771	10.146592	10.249155	12.166321	10.917968	10.709751	12.193278	10.975688	11.308857
"GMOY012081-RA"	5.434247	5.513535	7.031118	4.933752	8.135422	5.33942	5.798091	3.548771	4.083613	0	2.248753	7.19705
"GMOY005859-RA"	0	6.942356	0	8.440359	13.161893	9.35167	12.876831	14.615755	0	8.506123	12.111657	12.237782
"GMOY012057-RA"	1.811782	2.852087	1.621118	2.423258	4.243852	4.120265	1.966929	3.843969	7.258737	5.903124	6.052348	5.515909
"GMOY005860-RA"	37.460098	45.357861	30.789095	33.228203	35.174629	40.7038	42.737637	49.728878	53.36578	51.837151	43.327362	46.563656
"GMOY005861-RA"	0.648275	1.263589	0.938458	0	0	0	0	0.720599	2.343616	1.466066	0.763367	0.736788
"GMOY005862-RA"	0	0	0	0	0.149384	0	0	0	0	0.160088	0	0
"GMOY005863-RA"	18.363291	17.951788	26.896389	28.318331	23.013788	22.122717	26.345764	23.936762	24.930777	23.539745	20.896921	20.841095
"GMOY005864-RA"	16.845993	17.868156	23.370937	21.806767	16.737387	19.455233	15.892213	14.340056	14.247444	17.860207	15.630946	14.127464
"GMOY005865-RA"	12.959662	10.939936	11.812063	13.911758	19.900846	19.596836	12.365554	13.679779	17.846113	19.602749	19.872126	24.028046
"GMOY005866-RA"	0	0	0	0	0	0	0.50184	0	0	0	0	0
"GMOY005867-RA"	7.391768	9.286613	5.765811	6.029172	6.808339	7.31742	7.502789	8.339284	6.045492	6.146216	7.339313	6.030075
"GMOY005868-RA"	9.621659	9.524209	8.684425	10.833301	21.731321	17.358496	19.473127	14.378698	9.671293	11.893293	7.285199	10.482224
"GMOY005869-RA"	60.602505	59.191448	44.889793	41.952156	46.965405	51.716572	53.071297	61.8848	48.397518	43.128593	45.969387	45.755287
"GMOY005870-RA"	11.466346	10.520659	11.582456	13.146777	10.480765	12.115774	12.440296	11.152821	13.137053	11.458487	13.235833	11.644795
"GMOY005871-RA"	13.259926	12.717487	16.883965	16.808046	11.77914	14.553683	11.675572	7.975903	12.856705	12.510608	8.840398	13.083567
"GMOY005872-RA"	40.505375	41.847469	53.102428	36.004238	46.447067	47.826759	47.831268	45.917717	44.32053	45.118233	41.089348	40.877403
"GMOY005873-RA"	4.356492	4.181673	7.002745	9.14781	7.603207	7.385638	5.910747	6.911409	4.924531	6.615366	5.786445	4.700168
"GMOY005874-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005875-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005876-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005877-RA"	8.164495	4.241271	2.844717	4.356233	5.103148	9.166735	5.56991	5.757764	5.71616	5.425229	5.481798	6.637805
"GMOY005878-RA"	0	0	0	0	0	0	0	0.247931	0	0	0	0
"GMOY005879-RA"	1.293478	1.543439	0	0.256189	1.382875	1.136447	1.906703	1.253572	0.949934	1.940177	1.451253	1.354827
"GMOY005880-RA"	2.262843	1.99578	3.866743	0	0.679416	2.498793	1.418812	3.029582	3.605978	3.558431	0.165866	1.978834
"GMOY005881-RA"	14.653625	14.497616	15.321968	13.182238	14.61443	14.632901	16.498362	16.273733	16.976488	17.7383	16.446682	17.771164
"GMOY005882-RA"	11.183784	6.14957	6.253729	9.857646	8.096764	6.061409	9.269024	12.831061	8.488401	7.771735	19.932505	10.531204
"GMOY005883-RA"	13.860879	18.24531	21.329363	20.197048	19.530523	16.725121	16.976778	20.989182	17.450657	18.470474	17.100163	13.39195
"GMOY005884-RA"	15.689294	14.007442	19.424849	17.883812	18.005447	14.941261	15.436987	15.113708	12.841901	11.161947	11.66006	9.999779
"GMOY005885-RA"	0.958255	0.656552	1.476854	1.82849	1.132575	0.96664	0.941834	1.150586	1.246509	0.544527	0.323309	0.94238
"GMOY005885-RB"	0	0	0	0	1.886544	0.999838	0	0	0	0.751892	0	0
"GMOY005886-RA"	30.871111	32.491642	37.497997	31.315676	29.53763	29.249113	27.40576	23.271227	29.592175	27.426207	27.178459	24.020628
"GMOY005887-RA"	27.314146	31.95575	29.517296	28.315805	28.405605	26.516951	31.896069	28.013418	24.178337	31.70776	28.03257	26.626757
"GMOY005888-RA"	24.047428	27.063055	25.237511	27.064175	21.84787	20.812891	21.093796	20.179398	21.283289	21.01741	20.935678	20.910582
"GMOY005889-RA"	0.110654	0.708857	0.614863	0	0.50999	0	0.346529	0.21903	0.323726	0.252328	0.3856	0.201335
"GMOY005890-RA"	17.163937	25.583239	11.076446	12.781217	13.67116	15.312014	17.41128	14.864686	17.400543	13.592279	20.505075	17.82934
"GMOY005891-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005892-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005893-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005894-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005895-RA"	3.887004	3.961068	0.982995	0.86164	3.856545	3.625039	1.995788	2.54826	1.83012	4.742052	2.493684	1.394449
"GMOY005896-RA"	9.312324	6.069836	9.420812	8.548418	10.480345	9.498188	10.206334	11.62885	8.212855	6.456034	9.212226	6.276047
"GMOY005897-RA"	771.32135	766.783997	754.707153	733.792542	647.884094	668.67511	607.202942	625.281433	688.020447	691.431091	684.172607	698.481323
"GMOY005898-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005899-RA"	0.044683	0.044423	0.125318	0	0	0.104392	0	0	0	0	0	0
"GMOY005900-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005901-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005902-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005903-RA"	9.117153	9.281387	7.90958	8.212548	9.395217	10.124668	8.330157	10.243615	8.24307	11.443583	9.748177	9.693394
"GMOY005904-RA"	0.071957	0.070829	0	0.111509	0	0.230235	0.090177	0	0	0	0.093018	0
"GMOY005905-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005906-RA"	0	0	0	0	0.081028	0	0	0	0	0.080126	0	0.152708
"GMOY005907-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005908-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005909-RA"	2.046274	2.928826	2.4527	2.963291	4.092723	4.587892	2.703769	2.890049	3.706734	3.979624	2.930177	4.598607
"GMOY005910-RA"	1.909296	1.663472	3.236416	1.996749	2.76397	2.45108	2.289051	2.067444	1.908711	2.31141	2.090871	2.777604
"GMOY005911-RA"	45.064182	45.481457	42.112469	42.95203	32.462654	27.285549	32.584568	34.343338	22.149557	22.479769	23.864817	23.934282
"GMOY005912-RA"	0	0	0	0	0.460431	0	0	0	0.480685	0	0	0
"GMOY005913-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005914-RA"	0.064208	0	0.092975	0	0	0	0	0	0	0	0	0
"GMOY005915-RA"	9.741176	12.236251	6.849423	6.290789	12.06005	13.597239	17.365704	16.915716	19.414745	17.370956	22.863855	22.985199
"GMOY012323-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY012322-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005916-RA"	4.42617	5.337219	4.238167	2.478952	3.635386	4.705999	3.165917	5.524888	4.32368	1.768492	2.409123	3.483293
"GMOY012002-RA"	17.298071	18.270741	18.333153	19.512852	20.759439	20.683622	19.871441	20.541344	15.948623	16.906769	16.115988	17.941566
"GMOY005917-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005918-RA"	5.100603	5.732157	4.154737	5.412554	7.101843	4.935163	9.101741	8.1061	7.568951	1.785584	6.104392	4.019403
"GMOY005919-RA"	0	0.344616	0.669135	0.332764	0.559002	0.817938	0.932541	1.192263	0	1.267195	0.277589	0
"GMOY005920-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005921-RA"	26.251436	22.461271	22.945219	23.227316	21.954624	22.904936	17.094866	20.406513	23.614744	22.18577	16.84852	13.627614
"GMOY005922-RA"	0	0.768593	0	0	0.506983	0	0	0	0	0	0	0
"GMOY005923-RA"	4.708976	6.087078	6.634543	5.372589	5.89538	6.767181	4.772313	6.532509	4.809873	5.476957	6.8018	4.707064
"GMOY005924-RA"	2.862483	4.606906	3.220141	3.635437	3.843812	3.845609	3.912966	2.409441	3.926924	3.754707	2.984562	4.248247
"GMOY005925-RA"	8.492207	7.855212	7.792423	7.051608	8.845715	8.891101	6.68216	7.613596	7.021317	7.107064	6.183293	5.962703
"GMOY005926-RA"	108.114937	112.761711	128.107773	117.595909	125.103348	127.474937	145.905487	130.698029	121.0895	98.024017	121.379028	127.00235
"GMOY005927-RA"	30.855267	33.079891	31.139124	34.282791	33.225185	36.344833	32.820721	29.560507	32.208992	24.802052	26.481016	28.98283
"GMOY005928-RA"	9.249697	9.205194	9.012906	9.052285	9.111217	11.051619	9.697033	9.769557	7.974075	8.487664	8.750268	7.102275
"GMOY005929-RA"	15.825791	14.249285	12.601371	13.717913	11.963413	13.133194	11.261015	14.467987	11.687244	15.080677	12.766923	13.739745
"GMOY005930-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005931-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005932-RA"	12.391688	13.037611	8.116601	9.423225	9.504588	10.592514	10.174251	10.623719	11.141337	9.535053	10.262057	8.686053
"GMOY005933-RA"	7.12187	8.134111	10.905721	7.6274	10.795565	7.67478	11.980058	10.417519	10.898355	9.661838	8.147586	10.571372
"GMOY005934-RA"	0	0	0	0	0.243927	0.240323	0	0	0	0	0	0
"GMOY005935-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005936-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005937-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005938-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005939-RA"	4.375491	4.863021	10.227296	9.297756	3.894283	5.800071	4.244859	4.317754	4.623004	2.027447	3.662735	5.104921
"GMOY005940-RA"	13.511051	11.682472	14.413945	17.497942	8.051101	10.747124	9.484528	9.148574	9.131641	9.956582	9.040319	9.487538
"GMOY005941-RA"	8.460681	8.862071	13.552511	12.563004	8.751	11.114421	10.92215	10.959764	11.77407	10.0312	7.030504	8.478021
"GMOY005942-RA"	0.686555	0.33114	1.451591	0.969131	1.233232	2.586415	1.163844	0.57423	1.045204	0.418726	0.400261	1.197909
"GMOY005943-RA"	17.895123	16.690765	19.52487	18.640278	22.528547	22.889357	18.598232	19.24724	24.834478	23.355707	17.914747	20.21513
"GMOY005944-RA"	6.986656	7.928246	5.094948	5.519758	5.838168	5.409435	7.117765	7.704769	4.762226	7.869134	6.13968	6.364863
"GMOY005945-RA"	0	0	0.26353	0.259514	0	0	0.321097	0	0	0	0	0
"GMOY005946-RA"	29.490438	35.905495	34.074345	27.526157	28.313297	26.574257	27.634928	24.031368	24.813692	22.592373	22.447567	19.422823
"GMOY005947-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005948-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005949-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005950-RA"	0	0	0	0	0	0	0	0	0.37466	0	0	0
"GMOY005951-RA"	0	4.33972	5.356215	7.233716	5.180463	2.739034	9.655027	6.636603	1.07336	9.00597	8.658461	6.327271
"GMOY005952-RA"	9.047596	11.79149	8.537824	7.923006	9.491706	10.537123	9.059241	12.156086	10.812428	12.169589	12.718984	10.094548
"GMOY005953-RA"	5.356186	2.935744	3.031611	3.122787	3.875995	3.117414	5.24929	3.119771	3.58159	4.905725	3.686328	2.209528
"GMOY005954-RA"	37.056301	39.359219	39.888885	40.384094	37.771294	39.144642	40.018307	40.266811	41.863598	35.352646	36.038551	33.531342
"GMOY005955-RA"	0	2.808604	4.117762	4.555058	0	2.904221	0	4.591751	0	1.501984	4.385891	0
"GMOY005956-RA"	71.66835	70.088631	70.856361	70.803612	73.612091	72.461533	72.456093	79.35836	76.171242	74.038445	72.536766	68.627495
"GMOY005957-RA"	36.264088	39.450588	40.917225	40.093586	35.819317	40.09845	37.313854	33.502544	36.48267	40.156433	34.656723	36.310059
"GMOY005958-RA"	40.035999	33.109615	37.666935	41.558231	31.377138	36.709038	41.36031	38.020039	32.01646	33.224949	35.730648	40.004913
"GMOY005959-RA"	2.332692	3.149645	2.396244	2.478227	2.197534	2.705383	2.487026	2.435856	2.085192	2.603419	2.190558	2.580398
"GMOY005960-RA"	0	0	0	0	0	0.514833	0	0	0	0	0	0
"GMOY005961-RA"	25.911634	21.442991	19.870401	22.918068	27.926865	21.432543	29.289892	32.982857	27.460629	30.445051	24.647635	26.455637
"GMOY005962-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005963-RA"	17.397486	17.895426	13.896806	14.887237	16.964045	16.230179	20.732281	20.735565	24.229809	19.45643	20.93141	20.057966
"GMOY005964-RA"	85.188828	83.109009	90.270157	87.233757	75.448181	65.412743	68.337967	71.423187	79.124367	73.964478	54.030243	48.403099
"GMOY005965-RA"	49.344406	49.437634	38.979515	39.16629	52.786682	51.890778	46.27623	41.471336	77.114243	73.606247	65.500671	69.626022
"GMOY005966-RA"	44.763378	52.289524	48.416275	44.610188	39.723927	38.460407	49.907043	54.623165	54.427238	62.458858	52.803368	45.734402
"GMOY005967-RA"	13.136136	4.200199	3.137623	1.234813	1.888044	4.364843	1.354662	3.276766	1.664357	3.349992	2.224703	2.272771
"GMOY005968-RA"	32.416389	42.246525	39.313725	42.537727	46.722298	43.017555	42.91053	43.424397	36.111221	32.031296	33.306873	32.88382
"GMOY005969-RA"	0	0	0.307352	0	0.128379	0	0	0	0	0	0	0
"GMOY005970-RA"	464.316681	470.659821	442.943207	399.082611	425.834503	395.415436	333.508179	314.200409	419.705292	413.394104	452.643005	447.729401
"GMOY005971-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005972-RA"	33.023319	37.555061	33.069286	41.494419	31.852972	33.319355	29.970491	33.739563	26.264366	26.366869	25.685711	26.53161
"GMOY005973-RA"	2.687691	2.241116	2.603297	2.42725	2.172653	1.386323	2.23725	3.647992	3.1429	2.723062	3.205024	2.005311
"GMOY005974-RA"	15.949795	15.943667	14.465265	14.287625	15.267115	20.368893	19.164568	17.306129	12.423989	13.304024	13.741571	15.576231
"GMOY005975-RA"	11.009761	7.431267	11.044659	9.75777	10.655061	7.971143	8.318648	9.70687	10.856978	8.589557	9.275179	6.914254
"MSTRG.6398.1"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005975-RB"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005976-RA"	2.568877	3.739208	3.511696	1.736092	2.757676	3.684374	3.600509	2.221475	2.538677	2.025285	5.293799	4.354909
"GMOY005977-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY005978-RA"	11.312971	14.056632	12.925696	18.212658	14.021179	15.758594	18.966093	12.593884	8.696128	12.073012	11.661914	15.056361
"GMOY012284-RA"	1.964084	0.947694	0.138011	0.271809	0	1.147157	0	0	0	2.049426	0.112262	0
"GMOY005979-RA"	22.079584	22.256205	19.988607	21.207438	21.871264	28.333193	23.071068	25.437908	14.870068	24.610987	23.134682	19.91312
"GMOY005980-RA"	22.213346	17.828911	21.049225	18.582407	25.155556	21.880198	22.849714	21.490118	27.407675	21.977285	18.529877	23.242628
"GMOY005981-RA"	11.311056	10.870948	11.542773	10.729499	9.879227	9.548967	11.631414	9.341749	9.837656	12.110901	9.311482	12.024743
"GMOY005982-RA"	28.254383	30.809654	39.16571	38.654182	35.741764	37.003391	43.660728	52.455734	48.953732	43.47221	41.655293	45.685577
"GMOY005983-RA"	12.175749	14.416051	17.239992	13.077282	12.677076	12.058712	13.733396	14.610073	11.997561	14.966661	12.011078	13.651693
"GMOY005984-RA"	3.530955	0	0	0	0	0	3.600787	0	0	0	0	0
"GMOY005984-RB"	1.822563	4.297448	5.375537	7.019397	5.907308	6.563403	3.562652	6.837436	5.425756	5.919363	5.225552	5.942807
"GMOY005985-RA"	3.881125	3.385167	5.775959	4.200943	5.637738	4.586976	5.898456	4.207845	4.160922	3.899542	3.508728	3.888628
"GMOY005984-RC"	0	0	0	0	0	0.204577	0	0	0	0.14338	0	0
"GMOY005986-RA"	4.69807	5.848984	5.686202	7.265859	7.208462	4.729079	7.229429	4.804119	6.59335	4.002017	3.573054	4.359128
"GMOY005987-RA"	32.387451	33.020069	34.009346	32.480167	31.710978	29.727804	27.789875	27.287689	24.36544	24.358912	23.610437	22.927509
"GMOY005988-RA"	0	0	0	0	6.63403	0	2.184356	0	0	0	0	0
"GMOY005989-RA"	1.618767	1.60014	1.982822	2.063862	1.341877	1.356775	2.766624	2.163885	0	1.659672	1.851993	0.398931
"GMOY005990-RA"	15.810295	19.881769	13.750465	22.750076	19.824381	22.798395	27.268391	21.819727	23.617861	22.615421	25.203678	22.970232
"GMOY005991-RA"	7.02224	8.111539	8.633593	7.598754	8.492179	9.232194	9.845452	11.511146	11.159564	8.127015	8.18308	9.280284
"GMOY005992-RA"	6.935979	8.151416	7.492951	8.582173	6.711534	6.443706	6.969224	7.631892	7.027648	10.506009	6.923037	7.855547
"GMOY005993-RA"	27.900171	27.914059	23.59383	15.760294	31.019289	20.925272	30.851257	29.063568	30.607845	33.587955	31.769926	37.023224
"GMOY005994-RA"	0	0	0	0.436352	0	0	0	0	0.374983	0	0	0
"GMOY005995-RA"	4.083556	3.582081	4.634784	3.791337	3.660526	3.270382	3.891645	4.449537	4.299884	3.842566	10.286315	10.237611
"GMOY005996-RA"	100.667534	97.977707	54.947575	61.18108	92.658241	99.074577	123.033607	117.884575	98.68856	109.683563	106.059418	99.480965
