"FPKM.fem1_lane7"	"FPKM.fem1_lane8"	"FPKM.fem2_lane7"	"FPKM.fem2_lane8"	"FPKM.fem4_lane7"	"FPKM.fem4_lane8"	"FPKM.fem5_lane7"	"FPKM.fem5_lane8"	"FPKM.male1_lane7"	"FPKM.male1_lane8"	"FPKM.male2_lane7"	"FPKM.male2_lane8"
"GMOY000492-RA"	17.001539	18.527287	14.269533	17.94664	16.924583	17.824934	17.516039	16.921762	19.115829	17.116737	19.514509	17.623865
"GMOY000493-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000494-RA"	1.473763	0	0	0.749822	0	0.707375	1.569177	0	1.067503	0.637351	0.75425	1.213416
"GMOY000495-RA"	1.958538	1.051231	1.246054	2.384106	1.859398	2.308562	2.195869	5.114119	2.771792	0.755257	0	0.81457
"GMOY000496-RA"	6.472504	5.943547	5.447531	4.964559	7.294019	6.956609	6.146469	5.684083	7.597658	9.344574	4.897255	7.059747
"GMOY000497-RA"	238.000351	232.188736	210.443054	203.882889	224.591309	211.659088	289.479309	282.421783	305.782867	330.922974	322.537628	346.9758
"GMOY000498-RA"	10.533109	8.359502	10.27028	8.951349	9.19093	11.772856	11.459074	12.965389	10.443785	7.891767	9.242863	12.160942
"GMOY000499-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000501-RA"	9.889714	13.701783	4.029869	3.900269	13.238929	11.311726	14.097131	1.751011	1.905491	1.132166	1.880496	1.758694
"GMOY000500-RA"	6.375211	8.32973	1.66999	0.970415	8.614627	8.41486	8.530817	1.488607	0.340315	0.488431	0.614848	1.035576
"GMOY000502-RA"	1.357057	1.380551	1.812193	1.185788	1.220502	1.476796	1.541727	1.700568	0.82871	0.870425	0.479459	1.071895
"GMOY000503-RA"	2.848648	1.538584	1.943637	2.844439	2.362405	2.57386	2.016751	2.71678	1.429605	1.904803	2.131681	0.628433
"GMOY000504-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000505-RA"	3.156106	1.213333	5.967093	1.20325	1.768213	2.67228	3.061132	4.286483	1.591251	2.52679	3.076756	1.993403
"GMOY000506-RA"	9.501097	10.63238	7.193777	11.390618	11.622186	10.623561	12.527208	9.979439	7.670199	6.424038	8.905167	7.223863
"GMOY000507-RA"	90.78138	91.372879	98.159149	103.106926	102.1745	102.69149	93.672081	94.05497	26.497253	27.835981	27.64835	27.027878
"GMOY012228-RA"	1.857275	1.569007	2.233924	2.14873	1.857574	1.901796	1.725779	1.757245	2.207592	2.424651	1.595703	2.177155
"GMOY000508-RA"	265.357544	268.760468	230.189911	226.882111	261.745087	269.806061	274.078278	282.897858	232.043533	226.408615	253.563644	248.313599
"GMOY000509-RA"	14.455095	14.363227	13.586688	15.83176	11.646274	12.07033	14.837863	13.977347	12.238458	9.077143	11.111059	9.015472
"GMOY000510-RA"	0.342433	0.384388	0.481749	0.202212	0.693351	0.578806	0.283375	0.33487	0	0.174833	0.09904	0.229765
"GMOY000511-RA"	0.324365	0.32091	1.18611	0.707827	0.594534	1.150237	0.372168	0.373447	0.202758	0	0	0.385635
"GMOY000512-RA"	34.724216	36.976276	37.486721	35.692467	49.64888	44.861885	39.642876	44.332153	40.864891	37.378593	37.698742	38.596195
"GMOY000513-RA"	0	0.173292	0.760229	0.27647	0.821901	0.336756	1.459556	1.326727	0.480515	0.450019	0.228368	0.219775
"GMOY000514-RA"	18.186529	18.556984	15.659802	15.865229	19.744917	17.623381	18.90904	18.333986	25.077515	23.529152	21.440048	19.462826
"GMOY013009-RA"	9.484486	8.767934	9.40619	9.396432	9.65118	5.85177	9.902896	12.783807	10.596915	12.627425	11.204961	10.095579
"GMOY000516-RB"	14.052444	15.290547	13.952086	15.634611	13.744246	14.51652	13.911953	14.237158	13.659667	13.514558	13.317626	12.567084
"GMOY013010-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000516-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000517-RA"	0.473987	0	0	0.215801	0.1861	0.370329	0	0	0.373835	0	0	0.362132
"GMOY000518-RA"	0	0.684147	0	0	0.488446	0	0.454981	0.672808	0	0	0	0
"GMOY000519-RA"	10.850094	10.147378	16.308043	16.035397	13.132725	12.325125	11.872252	11.920259	10.29359	10.828918	10.245337	11.090376
"GMOY000520-RA"	0	0	0.65311	0	0	0	0	0.689029	0	0	0	0
"GMOY000521-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY012844-RA"	0	0	0	0	0	0	0	0	0	1.029603	1.929031	0
"GMOY000522-RA"	77.677834	70.721619	108.303062	114.040855	98.530624	91.155197	93.009224	105.275681	70.446777	67.55069	64.055069	60.206654
"GMOY000523-RA"	31.079727	32.517673	31.83338	31.655876	43.419655	36.190491	35.963287	38.476685	32.397396	30.855867	28.754711	26.617826
"GMOY000524-RA"	2.883981	2.847761	3.18234	2.902565	3.477503	2.998908	5.967704	6.83236	2.951691	3.062811	2.480178	3.905094
"GMOY000526-RA"	16.39897	17.824394	24.082706	24.746611	21.032658	22.292959	20.923363	20.600418	13.344265	15.496307	14.114256	15.854923
"GMOY000525-RB"	102.92263	103.189987	84.028145	77.270767	115.660378	111.45105	136.994095	139.80275	161.409836	150.822906	110.815422	130.567368
"GMOY000525-RA"	5.309614	4.356996	6.157982	10.833348	7.392178	5.572268	10.826202	6.80702	6.226781	3.734034	4.044391	4.351489
"GMOY000528-RA"	2.364276	0.765809	2.841426	1.222309	0.408009	1.696359	2.767856	0	0.977982	1.279163	2.796323	0.403179
"GMOY000529-RA"	1.033313	0.70881	1.061587	0	0	0.341943	0.835391	0	0	0	0	0
"GMOY000530-RA"	8.931466	11.0321	8.824253	8.877556	11.969871	14.047997	12.458736	12.832664	11.72882	14.655982	11.564718	11.695684
"GMOY000531-RA"	22.810135	22.407709	30.773611	28.982641	22.657572	23.564575	20.019791	20.293901	19.970736	22.075054	20.287247	21.309019
"GMOY000532-RA"	16.139179	15.358418	30.201229	28.308929	17.723766	16.546095	17.787159	20.632631	16.138819	15.646688	15.94516	14.745419
"GMOY000533-RA"	9.090069	7.911313	9.361876	6.329622	8.609739	7.772076	7.888116	7.467141	6.959847	7.2354	6.929938	6.804888
"GMOY000534-RA"	0.251129	0.332319	0.483943	0	0	0	0	0.190449	0.20578	0.298327	0	0
"GMOY000535-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000536-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000537-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000538-RA"	0.093189	0.132596	0	0	0	0	0	0	0	0.222883	0.366852	0.213944
"GMOY000539-RA"	41.570965	39.934803	41.398979	37.793968	36.429394	41.372902	41.043453	40.814476	50.532177	48.571728	50.413322	46.626106
"GMOY000540-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY013184-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY013185-RA"	0	0	1.360693	0	0	0	0	0	0	0	0	0
"GMOY000541-RA"	0.386879	0.300644	0	0.259044	0.562303	0.368619	0.281822	0.108614	0	0.259858	0	0
"GMOY000542-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000543-RA"	0.58799	1.286163	1.259779	1.064979	1.74978	1.212711	1.091114	1.223795	2.208354	1.625721	0.781598	0.885558
"GMOY000544-RA"	51.471695	50.54459	54.862991	55.261196	50.447224	49.124821	61.175926	50.90538	57.407089	63.810848	54.955429	55.161686
"GMOY000545-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000546-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000547-RA"	38.023094	38.909786	52.329971	47.073971	42.25967	39.145947	38.439594	36.508465	35.539108	36.232502	29.248291	33.612869
"GMOY000548-RA"	1.353353	0.303035	0.890073	1.152899	1.265556	1.685398	1.52869	1.448536	1.208801	2.122889	1.518394	1.729237
"GMOY000549-RA"	83.707993	85.83606	97.937836	100.855865	81.19239	82.24192	76.733414	75.231979	91.42057	88.729721	88.599075	88.539886
"GMOY012305-RA"	0	0	0.18081	0	0	0.440565	0	0.137366	0	0	0.288267	0
"GMOY000550-RA"	4.716851	4.367487	1.18796	2.264012	2.078974	1.944366	2.760969	2.798702	13.094062	12.114218	11.496388	15.625413
"GMOY000551-RA"	57.471725	59.318451	56.158688	52.531868	50.920227	50.879715	53.627663	56.430145	63.019535	56.199596	64.101959	55.344933
"GMOY000552-RA"	80.121368	81.013733	49.028522	41.942406	54.018295	61.35284	72.980736	72.043175	83.550262	83.812149	93.547943	89.626358
"GMOY000553-RA"	0.535351	0.798762	0.358227	0.272315	0.246097	0.350489	1.194333	0	0.795356	0.244534	0	0.293699
"GMOY000554-RA"	0	0	0	0.249363	0	0.20846	0.520604	0.204395	0.432953	0	0.422462	0.310378
"GMOY000555-RA"	0	0	0.561905	0	3.207863	1.654295	2.849677	5.872181	1.417232	1.401742	0	0
"GMOY000556-RA"	374.538849	378.559814	306.759857	306.827118	441.891907	451.398438	447.273163	441.572754	394.903107	385.427612	352.292328	344.59906
"GMOY000557-RA"	2.702158	2.308655	1.610031	1.153087	2.485072	3.209692	3.520958	3.171804	3.693365	2.73186	2.388432	3.418747
"GMOY000558-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000559-RA"	5.271194	0	1.25024	0	2.100028	1.241884	2.432343	3.756353	0.800106	0	2.462905	6.032116
"GMOY000560-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000561-RA"	2.325893	1.781399	2.076846	1.671416	3.399368	2.05625	3.188403	3.980758	1.892858	1.155095	3.128236	2.49855
"GMOY000562-RA"	15.575557	14.025358	13.395612	12.860955	14.647303	12.615315	16.124977	14.958151	12.684091	11.474377	14.673598	12.331551
"GMOY000563-RA"	0.345335	0.673175	0	0	0	1.400022	0.371024	0	0.394267	0	1.952848	0
"GMOY000562-RB"	3.961179	5.239104	8.223418	7.134032	5.133841	5.794401	4.204812	1.814632	10.007945	10.361576	10.431898	7.655612
"GMOY000564-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY013059-RA"	1.294765	0	0	0	0	0	1.184208	1.115015	0	0	2.691971	1.438509
"GMOY013059-RB"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000567-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000568-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000569-RA"	27.727417	35.302151	19.149097	31.069447	27.873421	34.296803	26.799221	31.100702	24.90794	27.002636	35.003834	29.936607
"GMOY000570-RA"	136.137527	134.537598	133.9021	142.227448	154.156387	155.210236	139.191742	137.80365	90.277481	88.672012	78.345161	80.68531
"GMOY000571-RA"	8.340659	4.772934	7.034414	10.140884	5.862075	3.824862	8.448628	5.505118	9.725201	6.96753	9.514277	13.847693
"GMOY000572-RA"	11.47971	12.671839	13.577053	15.863991	15.408491	15.787982	15.590113	14.90476	13.746243	14.353907	13.631714	13.200935
"GMOY000573-RA"	4.381865	2.368603	4.340437	1.238607	4.089965	4.92333	5.288709	5.266464	4.248856	4.750686	6.189703	4.56418
"GMOY000574-RA"	29.957962	28.223927	27.399977	28.110048	22.817663	23.888554	25.196682	31.761814	33.459572	29.522642	28.138304	25.844782
"GMOY000575-RA"	1.06855	0.251486	0.971824	0.952295	0.801855	0.393672	1.249354	2.079074	0.615798	0	0.391359	0
"GMOY000576-RA"	6.771592	4.749047	5.918671	5.585201	10.476776	7.481341	10.299829	11.119391	15.690634	19.427862	19.514093	18.946867
"GMOY000577-RA"	0.544557	0.45661	0.558195	0.216809	0	0.275469	0.446304	0.26301	2.14171	0.376631	0.815847	0
"GMOY000578-RA"	12.08731	12.547867	16.187191	15.999805	12.934597	5.923638	13.39729	13.357448	16.865229	16.099339	14.820428	13.620349
"GMOY000579-RA"	0	0	0	0	0	15.54455	0	0	0	0	0	0
"GMOY000580-RA"	15.414935	18.746149	22.660341	20.050865	17.914516	20.74675	18.087454	17.922215	13.875229	16.235945	14.067419	7.221767
"GMOY000581-RA"	15.763453	13.183548	21.343737	20.03396	16.827385	8.692786	20.816029	23.322716	20.074806	25.596165	28.05171	14.4417
"GMOY000582-RA"	332.232605	321.484528	350.578674	347.288971	373.059509	332.049927	398.582123	376.103424	330.108795	328.212891	389.817566	367.122223
"GMOY000583-RA"	42.996037	42.66021	44.631306	43.310688	40.849533	37.09201	50.709538	48.543633	35.417599	34.271297	39.3988	36.036316
"GMOY000584-RA"	35.39064	35.502892	27.907827	27.686954	34.278046	33.660339	37.440468	30.956018	24.935745	34.245564	34.482948	32.060986
"GMOY000585-RA"	46.13903	44.742527	48.978966	51.859081	37.000431	39.500771	43.85984	47.423309	63.079342	66.351707	60.730404	60.662155
"GMOY000586-RA"	14.248113	11.842223	13.980516	18.092365	12.846599	11.065646	11.154838	10.725079	12.064156	14.464057	10.321292	8.190564
"GMOY000587-RA"	0.219726	0.080658	0	0.23019	0.336672	0.724382	0.786291	0.182168	0.139056	0.240612	0	0
"GMOY000588-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000589-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000590-RA"	14.706989	14.740126	13.350248	13.65533	15.978685	14.672025	15.816098	15.215637	13.725898	11.12708	13.050996	11.271005
"GMOY000591-RA"	0.358493	0	0.510377	0	0.289147	0	0	0.410686	0	0.737846	0	0.688654
"GMOY000592-RA"	41.759895	41.954407	41.786201	36.34557	39.121819	43.986809	40.488781	42.051128	59.640869	58.959007	64.169647	61.467697
"GMOY000593-RA"	7.800039	6.538786	7.502395	6.118335	7.156351	4.949152	5.835471	6.346647	5.851404	6.955461	5.747127	8.820317
"GMOY000594-RA"	6.073665	7.621467	8.134773	5.595921	6.039904	9.841442	8.038013	8.027416	6.225687	8.245041	9.466643	7.89889
"GMOY000595-RA"	11.863181	16.06414	15.760965	16.229179	14.13349	13.969128	12.709656	17.544886	11.253642	13.532287	10.825059	9.272619
"GMOY000597-RA"	0	0	7.944117	5.11249	3.280681	0	2.528817	3.309137	0	0	7.985745	0
"GMOY000597-RB"	11.964776	11.33234	3.41022	2.772555	2.246138	13.077595	2.762192	2.941277	11.069155	7.887743	2.648471	7.27386
"GMOY013051-RA"	0	0	0	4.038931	2.548054	0	5.468828	7.044707	0	0	0	0
"GMOY000596-RA"	2.634656	0	0	0	7.540019	0	9.481126	11.559854	0	11.423441	0	7.424888
"GMOY013052-RA"	0	0	1.063612	0	1.02692	0	3.372657	0	1.06222	0	1.269342	0
"GMOY013053-RA"	3.229852	5.317546	0	1.444874	3.46938	6.450309	3.291507	3.097437	0	0.870841	2.719798	1.200052
"GMOY000598-RA"	12.014199	13.000925	13.433345	14.266395	12.585427	13.685514	15.59987	13.961869	15.321391	13.990733	16.093615	17.726933
"GMOY013096-RA"	12.517649	10.327742	14.655508	14.254977	14.347745	18.274546	22.541397	21.432226	15.329976	16.245291	22.95096	22.869915
"GMOY013095-RA"	5.780947	5.248668	5.112368	3.955452	4.802433	4.424799	4.578546	6.208367	4.4207	4.1586	3.499063	2.374994
"GMOY013097-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000600-RA"	17.811802	19.505785	0	0	10.987898	13.000916	16.831604	16.38739	0	19.905355	20.257513	0
"GMOY000601-RA"	84.966576	86.303879	81.371384	79.140182	73.203941	70.923256	70.190163	80.478233	84.150955	77.232254	77.707573	67.341713
"GMOY000602-RA"	1.344653	0	2.514964	0	0	0	1.97561	0	0	1.641594	1.720061	1.46297
"GMOY000603-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000604-RA"	1.287363	1.260317	0.656194	1.456402	0.697055	1.096642	1.167179	0.396541	0	0.419614	0	0.800234
"GMOY000605-RA"	7.763164	7.882615	7.451032	5.827701	6.395302	6.434705	6.256794	6.850897	5.598313	4.539214	7.317306	8.39285
"GMOY000606-RA"	17.069893	14.245049	17.92421	17.538559	15.993658	15.410929	15.548204	13.577129	17.852356	19.807428	16.159782	19.734676
"GMOY000607-RA"	1.363316	1.314861	2.24623	1.424166	1.309425	1.490581	1.352298	1.511336	2.04678	2.104934	3.105721	3.078777
"GMOY000608-RA"	63.552452	62.049763	64.85041	62.650726	65.828796	59.185024	69.043976	58.56546	53.608536	66.871765	59.998394	64.326973
"GMOY000609-RA"	61.978691	63.31765	62.809742	71.925957	61.508537	69.246597	69.03318	72.142242	55.067612	67.088463	78.575081	72.487389
"GMOY000610-RA"	4.753874	6.080281	3.320049	4.274319	2.588377	5.800313	4.989727	5.998187	7.393532	6.763964	6.266263	6.262721
"GMOY000611-RA"	0.985894	4.570784	1.319744	2.584251	4.941165	2.478927	1.356763	1.434524	4.654586	5.324191	2.299323	1.433959
"GMOY000612-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000613-RA"	1.528384	1.438865	1.361732	0.745538	1.032136	1.030539	0.996185	1.116372	0.92559	1.33587	0.821559	0.811493
"GMOY000614-RA"	2.898629	2.923946	3.241366	2.832268	1.0015	2.163855	2.415743	2.568461	3.527104	3.074903	1.865016	2.659806
"GMOY000615-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000616-RA"	7.396971	5.913259	4.548142	7.591296	9.829102	9.107198	8.155863	8.58777	4.508347	7.061363	2.441597	3.982838
"GMOY000617-RA"	6.24955	6.315307	5.992583	6.352773	5.202705	6.591674	6.334593	6.368853	6.197343	8.002916	6.949169	6.158614
"GMOY000618-RA"	13.610759	14.418104	15.010684	13.674018	18.230701	17.896603	18.152721	16.204655	18.321295	16.786768	16.723637	16.023678
"GMOY000619-RA"	12.577977	14.157948	11.870734	11.599975	18.495714	16.248737	18.477388	20.851732	9.847766	13.859621	11.816162	12.951195
"GMOY000620-RA"	0	0	0	0	0	0	0	0.885048	0	0	0	0
"GMOY000621-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000622-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY012167-RA"	88.879601	87.102409	68.038315	67.612968	87.635147	83.279243	86.391937	90.91008	95.663979	96.547462	79.592422	84.994072
"GMOY000623-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000624-RA"	0	0	0	0	0	0	0	0	0.232308	0	0	0
"GMOY000625-RA"	36.469032	37.85984	37.610485	41.064457	45.907146	45.899185	37.184032	40.36982	41.358658	41.654716	39.813438	35.020222
"GMOY000626-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000627-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000628-RA"	4.98831	5.596231	3.819313	2.752494	5.572328	4.998264	6.047905	4.752016	4.849455	5.633597	5.962179	4.903599
"GMOY000629-RA"	55.863789	52.029346	56.417503	72.420471	52.23753	53.729465	71.864998	55.234879	57.061832	52.118034	64.619774	50.992027
"GMOY000630-RA"	1.085121	2.245676	0	2.060548	0	0.978503	0	0	0	2.401846	4.257469	0.958358
"GMOY000631-RA"	27.758776	28.063555	30.02142	24.565378	19.826336	27.18062	30.011002	29.652315	31.337505	32.529659	31.424116	30.90164
"GMOY000632-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000633-RA"	0.913376	4.267276	4.148896	1.857778	1.145997	2.454185	1.883896	3.374588	7.194308	3.772219	3.003758	3.412279
"GMOY000634-RA"	6.062118	5.733165	4.97185	6.804974	8.985314	7.959871	9.8024	8.493626	11.554405	13.791119	11.07062	13.846976
"GMOY000635-RA"	52.009563	55.608932	54.510342	52.660648	45.841911	46.830479	51.047161	47.394997	69.00032	63.2206	58.838684	58.030857
"GMOY000636-RA"	16.744001	17.067945	18.338066	20.667482	17.011772	18.581818	21.106142	20.142216	15.400275	17.042349	20.448202	16.587917
"GMOY000637-RA"	0	0	2.299231	0.73902	0.629773	0	0	0	1.811378	1.075433	0	0
"GMOY000638-RA"	84.854538	92.577545	100.021881	89.32885	102.92067	99.020218	96.483391	95.098686	81.91906	93.491768	81.74894	78.171486
"GMOY000639-RA"	25.069458	20.301758	17.62574	16.426126	22.874453	19.445274	22.450256	24.841921	25.955812	14.024573	8.715636	25.399794
"GMOY000640-RA"	3.412951	4.270508	5.634367	5.772085	5.034827	4.599686	6.993116	8.097156	6.344946	6.258971	5.616143	5.111431
"GMOY000641-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY013162-RA"	0	0	0	0	0	1.44904	0	0	3.009536	0	0	0
"GMOY013161-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000642-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000643-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000644-RA"	0	0	0	0	0	0	0	0	0	0	0	0.172939
"GMOY000645-RA"	0	0.168772	0	0	0	0	0	0	0	0	0	0
"GMOY000646-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000647-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000648-RA"	0	0	0	0	0	0	0	0.199057	0	0	0	0
"GMOY000649-RA"	59.735741	52.065914	39.030128	39.476723	53.676403	55.56839	56.540409	59.677647	81.287498	87.804688	74.111092	62.596333
"GMOY000650-RA"	48.995686	45.400967	47.490639	44.604572	52.859138	54.366791	44.818569	49.301346	36.43922	29.236782	35.982513	31.643225
"GMOY000651-RA"	8.145995	9.60435	5.279844	7.703301	7.302159	5.989084	9.943487	10.017662	7.354178	6.280056	7.098236	6.288236
"GMOY000652-RA"	0.783596	0.248477	0	0	0.925955	1.231722	0.609347	2.376439	0.468894	0.962232	2.477324	0.923638
"GMOY000653-RA"	2.789931	1.765943	0	0	0	2.41244	1.154175	2.292958	1.546165	0	0.419556	0
"GMOY000654-RA"	3.589617	4.616542	5.61531	3.767936	5.171525	4.460982	7.912434	6.196841	4.870381	5.711552	4.399561	4.604069
"GMOY000655-RA"	5.662617	3.55188	4.148721	5.599453	6.200624	4.730426	4.962324	5.332717	4.950058	4.410491	3.544146	4.419209
"GMOY000656-RA"	0	0	0	0	0	0	0.04699	0	0	0	0	0
"GMOY000657-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000658-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000659-RA"	10.23863	10.17076	11.168663	12.008082	12.90699	15.112739	9.23462	12.812562	10.064179	9.731459	7.548226	6.832436
"GMOY000660-RA"	7.105872	9.581791	9.623058	9.925005	7.661037	8.207532	9.472984	8.008248	6.89467	7.955795	8.783198	8.459857
"GMOY013084-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY013083-RA"	4.646943	6.37636	5.172157	4.622338	4.577565	3.564651	7.36322	7.075875	5.379724	6.141601	5.311755	4.551847
"GMOY000662-RA"	7.045639	3.841475	3.454736	4.647868	5.534968	6.142243	6.638382	7.013632	4.502866	7.648975	4.505313	2.068944
"GMOY000663-RA"	226.05928	225.632156	183.757751	187.907608	357.091034	378.057495	429.11972	421.161346	237.349564	242.411636	157.687134	156.143173
"GMOY000664-RA"	58.816685	55.973183	47.953342	46.896149	49.958241	51.588959	56.195	52.97435	48.811035	47.331703	52.302017	53.441345
"GMOY000665-RA"	35.94968	39.937622	37.129158	33.423595	34.878937	36.656044	35.125694	34.938503	36.041039	38.711876	36.816204	35.145325
"GMOY000666-RA"	0.79261	1.702931	1.713669	2.538097	2.350964	1.144212	1.821629	3.278542	2.076295	3.646568	1.697912	1.363247
"GMOY000667-RA"	25.699095	26.480183	10.423235	13.432352	20.06296	23.038427	24.770092	31.881601	38.508972	44.807224	32.855362	31.729521
"GMOY000668-RA"	3.065402	0	0	2.346354	0	0	0	0	0	0	0	0
"GMOY000669-RA"	1.035336	0.925793	1.595987	1.30666	1.884296	3.845367	0.534713	1.358509	1.028189	2.116146	1.490266	1.182062
"GMOY000670-RA"	0.267101	0.223006	0.170926	0.165795	0.245295	0.279278	0.239571	0.13588	0.28857	0.067021	0.141816	0.267595
"GMOY000671-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY012161-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000672-RA"	0	0	0	1.192322	0	0	0.390282	0	0	0	114.445	106.659286
"GMOY000673-RA"	0	0	0.535009	0	0	0	0	0.212642	0	0	0	0.432704
"GMOY000674-RA"	9.152334	7.497339	11.097527	10.366858	6.369059	10.687914	8.685339	7.704786	5.706388	6.630182	3.220927	6.341904
"GMOY000675-RA"	4.565207	4.944567	3.207237	3.477355	5.526919	5.514959	4.269351	6.081424	7.236623	6.681565	6.35641	5.600469
"GMOY000676-RA"	50.020294	57.063339	60.796535	58.725945	46.30846	46.434353	37.25864	34.653793	34.439129	33.33955	30.843107	28.958843
"GMOY000677-RA"	0	0	0	0	1.354939	0	1.173602	0	0	0	0	0
"GMOY000678-RA"	176.75708	178.999878	137.29689	131.622635	157.594757	160.638947	203.521317	191.809006	201.008911	218.007034	215.968384	202.99556
"GMOY000679-RA"	16.048037	16.457891	19.911474	15.722813	18.895077	16.449333	20.068867	22.557171	16.525467	18.138607	8.86444	13.15581
"GMOY000680-RA"	23.239719	23.152887	22.035406	20.612671	23.558449	19.412518	25.343828	28.15344	36.422115	33.174995	29.750118	31.979565
"GMOY000681-RA"	1.653731	2.768064	4.342021	4.028854	2.715261	4.123937	4.362575	4.43838	4.198882	6.267513	3.11548	3.291523
"GMOY000682-RA"	162.590744	159.920105	166.526123	155.628189	152.787277	157.051483	169.001114	168.978867	230.031204	208.366028	204.909073	216.252319
"GMOY000683-RA"	1.258441	0.820331	0.848217	0.666792	1.285878	1.911323	1.053861	1.089355	1.684808	0.898929	2.279916	1.714519
"GMOY000684-RA"	1.051895	5.319132	2.878783	5.902961	4.215578	8.474792	3.537608	4.897421	1.188942	2.780998	4.877628	5.8657
"GMOY000685-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000686-RA"	0	0	0	0	0	0	1.448591	0	0	0	0	0
"GMOY000687-RA"	4.01177	3.124277	3.00727	3.102956	4.368828	4.244692	4.274803	4.048123	4.365465	4.124211	4.672072	4.546381
"GMOY000688-RA"	0	0	0	0	0.380924	0	0	0	0	0	0	0
"GMOY000689-RA"	0.181764	0	0	0	0.215509	0.20808	0.20542	0.202025	0	0	0	0
"GMOY000690-RA"	6.324409	4.881821	1.744009	5.482715	4.205786	5.938814	6.551712	4.429506	4.723401	4.302153	6.540432	7.91356
"GMOY000691-RA"	139.171799	136.572876	145.31131	144.701447	148.820358	142.296585	123.439331	127.045372	136.534882	142.30867	123.374161	128.164688
"GMOY000692-RA"	86.229729	85.398369	138.556076	147.292191	74.707222	73.398209	74.378181	74.595566	62.279861	60.765686	61.038658	66.488327
"GMOY000693-RA"	1.648851	2.058184	0.693439	0	1.210456	0.815839	0.676582	0.365668	1.966471	1.173783	0.682355	0.91939
"GMOY000694-RA"	0.956709	1.714064	1.231157	0.870611	0.941017	1.438489	2.081011	1.325503	0.801186	0.539443	1.377607	1.590368
"GMOY000695-RA"	14.722942	21.601503	16.816755	19.736303	21.123259	17.732628	19.947229	16.677103	14.878711	13.474463	13.978768	15.902196
"GMOY000696-RA"	66.597115	71.061394	79.369865	76.301506	71.226601	70.215286	71.60453	66.392204	62.507278	59.44968	59.594254	60.038895
"GMOY012112-RA"	0.364002	0.323166	0.480848	0.322395	2.081723	3.301563	0.04074	0.777247	0	0.802307	3.35376	2.474245
"GMOY000697-RA"	0	0	0	0	0	0	0	0	0	0	0	0
"GMOY000698-RA"	0	0.064293	0.124009	0.12334	0.205659	0.076804	0.049873	0.097125	0	0.158289	0.201241	0.151444
"GMOY000699-RA"	39.573887	37.982964	34.48003	30.316729	45.805519	44.649429	41.033337	41.100681	41.143185	43.385059	43.40303	41.982456
