"FPKM.fem1_lane7"	"FPKM.fem1_lane8"	"FPKM.fem2_lane7"	"FPKM.fem2_lane8"	"FPKM.fem4_lane7"	"FPKM.fem4_lane8"	"FPKM.fem5_lane7"	"FPKM.fem5_lane8"	"FPKM.male1_lane7"	"FPKM.male1_lane8"	"FPKM.male2_lane7"	"FPKM.male2_lane8"
"MSTRG.12182"	31.36355	28.617729	25.863785	22.943796	21.726685	22.934565	33.809139	26.889812	24.985176	21.016424	21.503593	24.347313
"MSTRG.12183"	6.169042	6.926355	6.863626	5.892842	5.310148	5.511024	5.94646	5.758266	5.911527	4.651019	4.652156	4.973942
"MSTRG.12184"	18.017593	17.719702	18.306471	21.319798	15.693106	11.519979	14.024136	11.444644	12.268429	12.730196	15.688437	15.299346
"MSTRG.12185"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12186"	0.497759	1.096272	0.900794	0.772889	0.517872	0.501502	0.495767	0.705511	0.914773	0.375009	0.438187	1.279884
"MSTRG.12187"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12188"	2.287332	2.701023	2.153361	2.392268	3.031954	2.197934	2.893317	3.152088	2.426687	2.606695	3.406381	2.824936
"MSTRG.12189"	18.561344	20.85561	17.730799	15.127457	18.881483	15.943115	18.72748	18.45537	23.910086	23.004963	19.839254	22.951387
"MSTRG.1219"	2.774399	3.217508	1.932603	2.233931	3.167061	3.604599	6.152584	3.974644	2.287699	3.94803	2.693049	3.855538
"MSTRG.12190"	2.190997	2.441535	4.767304	5.27543	2.483735	2.506631	1.913642	2.443825	3.139662	2.307121	3.068062	2.997896
"MSTRG.12191"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12192"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12193"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12194"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12195"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12196"	0	0.16625	0	0	0	0	0	0	0	0	1.228454	1.305662
"MSTRG.12197"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12198"	5058.786621	5010.457031	4242.426758	4245.374023	4903.732422	4884.229492	5278.354492	5282.262695	6601.543457	6651.884277	6158.211914	6165.529785
"MSTRG.12199"	23.716087	27.79001	19.634295	20.558683	25.392389	24.585663	22.133331	23.147409	24.128084	24.607435	26.1485	25.800014
"MSTRG.122"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.1220"	9.518229	3.579108	9.641448	4.251012	8.927256	4.864077	3.740706	10.20833	5.344509	4.272849	7.75195	1.146673
"MSTRG.12200"	9.948601	10.829961	6.040105	6.465978	4.473208	6.638553	8.941365	10.746073	4.508745	5.646069	5.575058	6.929493
"MSTRG.12201"	0	0	0	0	0.907264	0	0.500308	0	0	0	0	0.392752
"MSTRG.12202"	26.89374	27.993376	30.780138	22.525463	19.133375	21.566706	32.43671	29.608662	26.229263	25.153255	25.569975	32.783894
"MSTRG.12203"	100.653076	97.118134	84.689804	82.275299	95.155579	88.940926	92.029984	95.206139	107.138237	115.677521	110.722717	113.062859
"MSTRG.12204"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12205"	31.376738	32.55711	16.931744	14.283023	26.563005	20.820736	36.180008	27.62553	38.969963	41.733147	33.001949	33.617462
"MSTRG.12206"	6.361931	8.093493	3.984669	2.748158	5.817692	6.843468	9.17494	10.545534	12.038275	9.933751	10.439532	9.47782
"MSTRG.12207"	39.294479	41.816006	56.40263	52.322083	58.436249	60.76796	71.143753	70.871628	34.65313	39.649639	29.070004	26.663792
"MSTRG.12208"	0	1.118227	0.728506	0.699821	3.580032	1.169891	0.72236	1.685198	1.315974	0.640428	0.885979	0.723522
"MSTRG.12209"	1.388139	1.216677	0.792752	1.1671	1.649127	1.308211	2.423214	1.941289	0	0	0.980166	1.771201
"MSTRG.1221"	6.265603	6.055192	6.592592	6.106603	6.192444	8.130953	8.160662	7.809992	7.332683	6.980958	6.740272	4.922841
"MSTRG.12210"	68.770737	70.427475	85.855415	83.605835	70.916855	70.441154	68.4711	61.622776	62.81216	65.077072	68.692238	68.488991
"MSTRG.12211"	11.359228	11.939989	14.735356	16.571819	11.7773	12.774417	13.146016	12.115643	12.919235	12.712061	15.505063	10.477378
"MSTRG.12212"	6.151226	7.070774	7.537373	7.916373	7.036188	6.260852	7.712062	6.684804	6.651199	5.955224	4.187889	7.321244
"MSTRG.12213"	20.749968	22.866945	25.125235	23.867762	23.598583	20.272856	19.16968	21.733236	21.921358	21.945955	23.879166	22.924341
"MSTRG.12214"	6.545943	7.719913	9.773135	8.765755	7.923669	8.133216	8.809321	8.464094	7.164552	7.794433	8.916518	7.239927
"MSTRG.12215"	4.147527	3.637759	3.662823	2.045523	4.241621	3.66801	2.888737	3.675258	3.040952	2.53187	3.472422	1.826151
"MSTRG.12216"	0	0	0	0	0	0.479334	0	0	0.248884	0	0	0.305574
"MSTRG.12217"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12218"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12219"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.1222"	7.260902	7.599494	6.716548	6.881178	7.074976	8.000908	8.215734	8.049896	6.959807	5.880138	8.677006	9.603584
"MSTRG.12220"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12221"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12222"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12223"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12224"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12225"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12226"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12227"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12228"	0	0	0	1.117521	0	0	0	0	0.917773	0	0	0
"MSTRG.12229"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.1223"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12230"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12231"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12232"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12233"	0	0.204279	0	0	0	0	0	0	0	0	0	0
"MSTRG.12234"	1.620816	1.929901	2.710978	2.137233	5.09225	5.502305	2.522495	1.760952	3.138062	4.68293	3.891742	2.916405
"MSTRG.12235"	31.649147	31.964802	33.148724	35.523129	33.143635	30.885118	36.231133	33.569885	35.021149	38.652161	33.846691	37.46484
"MSTRG.12236"	11.957309	10.323517	10.287022	9.945791	7.132725	7.087384	14.883296	7.422583	6.095968	8.04001	7.937831	5.997651
"MSTRG.12237"	10.165384	8.140472	14.370505	11.010191	10.493512	11.591292	6.827917	10.499275	9.902546	11.665418	9.907374	12.39352
"MSTRG.12238"	14.232008	15.499536	11.21656	12.174494	11.992229	11.637253	13.021185	13.336213	15.423075	15.624488	15.540032	17.924772
"MSTRG.12239"	4.089217	5.322983	0	2.426911	3.090907	3.523424	7.398008	6.82584	2.901004	6.410265	10.103726	3.978645
"MSTRG.1224"	0	0	0	0	0.910618	0.448584	0	0	0	0	0	0
"MSTRG.12240"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12241"	2.95	2.879589	2.11001	2.57552	2.348119	2.448212	3.512948	1.643584	2.80624	2.647839	2.905209	2.51595
"MSTRG.12242"	9.592552	11.021831	8.0329	8.910294	12.648129	10.46928	13.402668	11.790671	18.153233	17.98324	15.784386	14.620091
"MSTRG.12243"	14.445519	15.316963	12.016667	14.387868	17.647987	16.073372	18.387568	18.880392	18.066549	15.865507	14.116899	15.822845
"MSTRG.12244"	0	1.12115	0	0	0.564538	0.823392	0.815306	0	4.824555	5.604691	3.254866	3.24723
"MSTRG.12245"	37.646095	36.183758	32.775505	31.865044	36.82745	39.777721	35.855286	34.65004	41.848747	41.759628	33.005287	34.076424
"MSTRG.12246"	2.382118	3.626467	1.268396	3.478363	2.70311	1.846573	2.685423	1.082801	2.97294	1.605344	0.843777	0.575265
"MSTRG.12247"	0	0	0.295698	0.101677	0.086249	0	0.07541	0	0	0	0	0
"MSTRG.12248"	0	0	0	0	0	0	0.936031	0	0.333216	0	0	0.804381
"MSTRG.12249"	164.855911	159.216492	194.817566	186.145828	158.204834	159.371521	181.768753	179.363235	163.946991	161.208237	167.500519	163.12291
"MSTRG.1225"	4.2669	3.316263	3.286449	3.508678	6.155504	5.617497	4.816421	3.602638	3.008643	2.315866	4.040748	3.411439
"MSTRG.12250"	4.99491	5.810438	5.888273	5.125025	7.141662	5.823206	6.659387	7.773641	5.05107	5.849614	7.904082	6.296894
"MSTRG.12251"	0.569327	1.795941	1.916243	0.788854	0.550717	0.963232	1.482148	1.498149	0.501472	1.877723	1.686286	0.755143
"MSTRG.12252"	10.702022	8.223467	14.892171	12.201653	9.049945	7.522584	6.64714	10.2876	12.373081	7.945334	8.010201	6.795964
"MSTRG.12253"	1.04751	0.515546	0	0.739327	0	0	0.597892	0	0.635348	0	0	0
"MSTRG.12254"	8.758054	9.813298	12.023345	10.76983	10.592382	11.222846	10.212674	10.615705	10.566889	11.336846	9.249941	11.491968
"MSTRG.12255"	5.33071	4.51016	6.352709	4.656907	4.074882	5.394311	3.889383	5.169613	5.036686	3.753681	6.073527	6.699423
"MSTRG.12256"	0	0	0	0	0	0	0	0.279476	0	0	0	0
"MSTRG.12257"	1.715043	1.172611	0	1.681602	0	0	1.359908	1.671791	0.635348	0	0	0
"MSTRG.12258"	5.052703	4.104141	11.703142	9.799692	3.835536	9.777081	15.252075	11.183701	20.380911	13.325095	20.775612	30.119909
"MSTRG.12259"	0	0	0	0	0.791015	0	1.918879	1.517271	0	0	0.579073	0
"MSTRG.1226"	1.190459	2.160451	1.572664	1.58434	1.924194	1.779201	2.904762	2.380387	2.205569	1.060401	0.895855	1.632794
"MSTRG.12260"	1.316537	0.962363	2.657501	1.069347	1.676107	1.653867	0.736663	1.376282	0.486964	1.964131	0.505819	0.376574
"MSTRG.12261"	138.768906	147.606796	151.167801	159.190338	140.941467	142.221481	150.863464	154.476471	132.659302	134.330429	131.222672	128.204987
"MSTRG.12262"	3.238625	5.305355	6.854782	6.508986	6.442955	3.805228	5.100677	5.6665	4.118833	5.668971	5.188983	3.457672
"MSTRG.12263"	3.784957	2.292093	3.212208	3.233351	1.004095	1.846387	1.643422	1.857587	1.870344	1.375498	1.668258	3.325186
"MSTRG.12264"	4.193745	3.518676	5.244459	3.633856	3.651202	3.274623	3.521878	3.13935	5.727771	4.462073	2.581826	2.793332
"MSTRG.12265"	35.606068	32.700443	38.008629	37.838913	40.04657	39.318115	40.717808	41.523067	54.486485	50.270123	50.955894	51.435921
"MSTRG.12266"	8.848988	7.724382	8.202735	9.32567	9.302629	9.694625	9.691771	8.883069	10.416495	9.993367	9.901201	8.935904
"MSTRG.12267"	15.433724	14.395221	15.331841	15.797034	17.053059	14.504466	15.753222	15.380937	14.2917	13.244492	14.304108	11.558469
"MSTRG.12268"	27.173126	23.654402	36.075382	30.361391	34.27969	31.168699	39.341408	37.870575	19.996204	20.280851	15.622316	19.817261
"MSTRG.12269"	1.867612	1.381668	2.1575	1.266293	2.868402	1.899611	2.124527	1.41223	1.28606	1.376068	2.180332	1.952364
"MSTRG.1227"	10.181333	10.588027	15.30598	10.557974	8.358101	9.978324	10.845008	11.40659	8.768674	9.603618	7.908138	7.41927
"MSTRG.12270"	7.375535	8.672587	7.929617	7.121022	7.180404	8.125663	7.588657	7.514898	8.024574	6.442518	7.028215	9.766839
"MSTRG.12271"	41.749336	44.439838	48.719959	39.638309	43.204906	47.394264	46.644035	43.514381	48.257057	46.007336	44.44207	48.853737
"MSTRG.12272"	17.36517	14.169034	17.651947	15.349787	22.333115	24.484283	24.185211	22.530924	17.450691	18.767921	16.60186	23.681097
"MSTRG.12273"	1.741611	1.641393	1.761269	1.544725	1.307238	2.307336	1.296859	1.079556	1.120235	3.135514	0	1.848775
"MSTRG.12274"	0.85979	1.565678	1.02704	3.560094	0	0	1.6031	0	2.1381	0	3.893078	0
"MSTRG.12275"	1.291685	1.077473	0.478299	0.714361	1.500058	0.976819	1.850766	1.786669	1.353265	1.074717	1.340315	0.640074
"MSTRG.12276"	0	0	2.376471	0	0	0	0	0	1.012263	0	0	0.64071
"MSTRG.12277"	4.430474	5.356805	3.228515	3.880761	3.94308	4.135619	4.264201	4.707143	3.198467	3.982971	3.40001	3.438189
"MSTRG.12278"	0	0	0.541093	0	0	0	0	0	0	0	0	0
"MSTRG.12279"	0	0	4.184954	0	0	0	1.818889	1.602376	2.510181	2.602977	0	2.042518
"MSTRG.1228"	9.873876	9.442411	7.751564	11.480495	12.46549	12.943003	12.273426	11.350407	11.902282	11.323211	12.481985	12.973195
"MSTRG.12280"	5.678422	5.430268	6.976242	5.37716	4.646943	5.42142	6.555586	5.308959	4.739039	5.36468	5.215309	5.134251
"MSTRG.12281"	2.01933	1.778385	1.63328	0.998048	2.171448	1.161336	1.488482	2.293128	3.370782	1.530983	2.423815	2.172423
"MSTRG.12282"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12283"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12284"	0	0	0.324825	0	0	0	0	0	0	0	0	0
"MSTRG.12285"	23.283978	23.691595	21.359777	22.441776	20.651812	20.930407	24.763885	21.247543	27.712009	26.911436	29.315348	24.667543
"MSTRG.12286"	26.526367	28.693722	28.063238	28.716749	24.465172	26.897379	26.377335	27.77846	23.754158	26.493536	24.511354	24.338913
"MSTRG.12287"	23.837427	19.143911	20.335093	22.714079	20.981928	13.067165	13.62929	16.108027	13.65672	23.697224	9.63432	12.998285
"MSTRG.12288"	8.77362656224238	10.0778305057708	13.6587455939819	15.2378311665293	9.70556688540808	12.5446614789777	9.70782431286068	8.21983684336356	8.75944520898599	6.56828215045342	8.06493899505359	9.6492826793075
"MSTRG.12289"	29.223684	28.154192	29.356884	29.466032	34.675259	34.635307	27.017204	35.921783	33.349243	38.696655	31.291065	32.973457
"MSTRG.1229"	5.920342	5.099321	5.879216	5.115965	5.003836	6.514321	6.872108	4.746678	9.060266	9.495672	7.50645	7.57258
"MSTRG.12290"	2.131991	3.870424	2.26393	0.912251	4.083868	4.180183	3.169559	2.963197	3.820647	3.663197	2.405343	2.837744
"MSTRG.12291"	0.77743	0.624931	2.080625	1.769727	0.592943	1.033407	0.685816	0.739335	0.516989	1.351822	0.818515	0.383288
"MSTRG.12292"	1.58498	1.288277	1.033468	0.695078	1.360015	1.023185	0.589473	0.50826	1.744635	0.963983	1.646463	0.901417
"MSTRG.12293"	2.500008	2.949071	0.725252	1.162319	0	2.487702	2.672674	2.216403	6.412922	6.41871	5.798955	1.973444
"MSTRG.12294"	20.523291	16.113335	20.704041	19.858997	34.341663	34.843498	38.516029	36.369431	10.158306	6.61568	17.105242	20.614346
"MSTRG.12295"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12296"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12297"	0.341749	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12298"	4.442404	2.964082	4.964209	6.323088	3.823065	4.646673	5.111524	4.217545	5.24431	6.081052	5.209571	2.663218
"MSTRG.12299"	18.527212	19.787592	16.426281	18.689188	15.767686	15.547643	17.422304	19.002354	21.252548	20.277788	18.331972	19.395462
"MSTRG.123"	5.148646	3.245588	4.486233	6.002113	6.180372	4.566255	4.02168	6.12975	2.870857	3.99852	7.018965	5.565661
"MSTRG.1230"	9.90767	11.605086	11.316117	6.966416	12.543657	9.355463	13.127775	8.862108	17.938091	13.883793	14.898144	13.336567
"MSTRG.12300"	30.077431	26.462238	20.616089	22.822035	32.638107	28.394783	33.269409	31.481462	34.769665	35.832249	26.592022	31.953873
"MSTRG.12301"	0.863798	1.109937	0	0.712346	2.391468	1.99749	1.025327	0.381765	1.094595	0.740207	1.618986	0.878836
"MSTRG.12302"	0	2.841349	3.94781	4.061289	4.110638	4.790141	2.909919	3.269428	6.65203	5.362956	4.772871	3.298857
"MSTRG.12303"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12304"	0	0	0	0	0	0	0	0.441007	0	0	0	0
"MSTRG.12305"	46.518604	43.555283	36.12365	37.515606	41.312119	36.870766	39.683609	43.270191	40.743286	36.077869	41.210941	37.587322
"MSTRG.12306"	7.24895	5.904986	9.481608	7.95912	8.812229	3.568477	7.442196	4.912185	7.561761	3.810596	5.987988	7.431144
"MSTRG.12307"	3.724165	4.978575	2.96384	2.894361	2.448045	6.276274	4.548568	7.001367	3.310067	7.023932	5.359255	4.391576
"MSTRG.12308"	18.590141	21.040503	17.617891	11.997003	17.337143	13.952536	18.661316	14.283486	12.12358	15.966568	12.202597	17.028933
"MSTRG.12309"	9.762915	10.313189	19.331161	15.942513	18.102798	17.534552	17.489786	14.756478	12.788953	13.660194	11.178367	10.816813
"MSTRG.1231"	1259.890503	1256.165894	500.553101	507.903687	828.507263	816.902527	1177.314819	1164.454346	1877.75769	1851.937988	1697.915161	1759.696167
"MSTRG.12310"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12311"	36.87756	31.773495	29.252676	34.435402	25.586184	28.231428	19.872314	29.698893	25.492098	24.797691	20.880873	17.178608
"MSTRG.12312"	7.165983	4.950207	7.464557	3.543608	3.36099	6.321931	5.030382	5.588841	10.029974	8.986362	5.046188	1.443211
"MSTRG.12313"	49.943096	51.197067	43.185886	38.997173	49.344105	49.975307	52.072445	51.351093	59.807316	55.832119	62.902802	70.574097
"MSTRG.12314"	10.609568	9.102073	15.405176	14.077256	12.143487	11.733236	12.947919	11.89939	12.468514	9.710435	9.412064	10.173332
"MSTRG.12315"	9.305683	7.079643	10.754323	14.957998	10.412042	10.955779	12.40271	13.736917	13.035383	14.828445	15.720901	15.043507
"MSTRG.12316"	0.134685	0.464929	0.193062	0.775687	0.320975	0	1.697388	1.283755	0.825073	0.325349	1.264182	0.542663
"MSTRG.12317"	20.954224	18.289804	20.081038	21.569281	27.297033	26.603256	21.492418	20.327822	21.529512	21.286081	20.124117	19.240608
"MSTRG.12318"	0.57928	0.570198	0.898049	0.624468	1.021142	0.98337	1.018266	0.95702	0.659261	0.391924	2.091155	3.10553
"MSTRG.12319"	0	0	0	0	0.736782	0.816616	0	0.590376	0	0.586122	0	0
"MSTRG.1232"	0.904325	0.881421	0	0	0	0	0	0	0	0	0	0.519038
"MSTRG.12320"	10.019015	7.4528	11.483338	13.713994	10.02016	10.427768	11.472318	9.204384	15.956757	13.149148	9.470239	8.651847
"MSTRG.12321"	44.57082	42.645393	49.050503	49.311714	59.20969	65.416962	56.744061	63.451767	41.854561	44.086716	26.845926	30.52177
"MSTRG.12322"	8.62318	9.989301	13.09516	8.846103	12.14285	8.93799	13.79555	12.932777	11.618577	14.71314	10.853951	9.253415
"MSTRG.12323"	7.572021	8.386704	11.330379	9.437728	9.883203	9.654858	12.512744	9.339441	10.958031	10.468061	9.205678	10.89968
"MSTRG.12324"	23.318861	23.125782	9.82116	10.405622	17.801979	18.225748	21.056856	22.834936	13.804122	19.719767	9.399365	13.348174
"MSTRG.12325"	74.607788	67.557304	75.304108	69.871895	68.447243	75.770981	72.822632	75.196976	67.876411	69.924835	65.091339	67.180771
"MSTRG.12326"	5.056167	5.31545	3.606065	3.103723	7.070137	6.84973	5.373062	5.782274	5.153955	5.540565	3.413602	3.699867
"MSTRG.12327"	122.41169	120.564606	110.064659	102.508995	142.838303	144.678635	112.666611	124.380363	114.266075	120.395035	77.835503	79.072044
"MSTRG.12328"	38.021175	36.971889	20.554869	20.389238	41.041439	42.915974	39.300262	44.669979	55.915665	55.278759	41.197731	42.538582
"MSTRG.12329"	254.924652	257.836121	307.610748	318.50766	415.892944	409.566132	351.718597	350.615082	249.874298	259.950165	207.789703	211.786682
"MSTRG.1233"	1.785196	0.767134	0.481171	1.270896	0	1.580531	1.946033	0.896682	0.968868	1.462781	1.711694	1.279095
"MSTRG.12330"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12331"	3.205984	3.877728	2.425609	2.64398	2.723007	3.991534	4.657197	4.129688	1.902639	4.228637	2.124098	1.548595
"MSTRG.12332"	24.280293	21.919355	25.610826	22.622528	23.838287	23.234663	20.225273	26.727869	14.417898	14.444586	15.577248	15.480658
"MSTRG.12333"	7.555417	8.327252	7.771697	7.332878	10.499081	5.962567	8.693982	6.690374	7.962339	6.354399	7.672122	6.088356
"MSTRG.12334"	7.196093	12.207826	8.491405	11.207947	10.665445	9.89439	7.326852	12.548285	12.052317	9.853308	7.357487	8.381061
"MSTRG.12335"	8.774794	10.403359	9.761524	15.043199	3.641651	10.250139	8.853999	8.905034	11.748287	10.672787	6.788739	8.885482
"MSTRG.12336"	9.442046	8.111699	8.913731	10.165652	11.619999	10.190533	9.937195	9.094192	10.848983	10.782746	9.744504	10.772508
"MSTRG.12337"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12338"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12339"	0.866326	1.856645	1.607307	2.35581	2.713902	1.87505	2.58318	4.472685	2.794212	2.43237	2.662149	2.966738
"MSTRG.1234"	0	0	0	0	0	0	1.242264	0	0	0.772605	0	0
"MSTRG.12340"	4.291234	6.658813	7.741706	4.693996	7.686856	7.058146	5.432372	8.974731	14.565215	13.246357	12.947485	9.80862
"MSTRG.12341"	2.154377	0.928897	1.759043	0.69072	1.597481	0.65552	1.144874	0.747728	3.984262	2.154885	1.659563	0.487022
"MSTRG.12342"	2.053945	1.465765	0	0	3.22672	6.917935	5.451359	2.30592	3.363597	0	4.051344	4.126014
"MSTRG.12343"	72.876595	76.795273	62.530853	61.295689	71.883598	76.322815	71.910782	69.645538	83.272583	86.105995	87.378716	84.589867
"MSTRG.12344"	2.824173	0.55598	2.796979	0	2.861433	4.818563	2.520519	0	4.360218	4.23701	0.997866	1.060975
"MSTRG.12345"	2.670126	1.667937	1.030463	0	2.922314	5.478366	0	3.458876	0.872042	0	0.997866	0
"MSTRG.12346"	0.777785	1.161318	0	1.461402	0	0.828752	0.66966	0	0	0	0	0
"MSTRG.12347"	0	0	0	0	0	0.298043662909836	0.372417528688525	1.01233387858607	0.227456077868852	0.849029827868852	0.337883200819672	0
"MSTRG.12348"	163.666077	156.456558	219.81601	214.666061	227.05571	225.063354	196.650558	192.387756	79.577568	85.952583	68.163155	70.582314
"MSTRG.12349"	11.569682	12.522015	8.795292	6.609708	8.591232	10.781591	8.624826	13.038653	11.243527	9.112959	6.775397	6.732942
"MSTRG.1235"	80.043968	84.905685	68.699104	65.127876	82.418327	83.087006	78.058075	80.9496	93.919106	98.095428	88.41996	86.080368
"MSTRG.12350"	14.95118	15.095107	17.046883	17.6507	11.170101	10.604063	14.481193	11.8772	6.047296	7.253443	8.147137	7.927935
"MSTRG.12351"	0.277597	0.136624	0	0	0.16623	0	0	0.158974	0	0	0.82227	2.331973
"MSTRG.12352"	0	0	4.537845	0	2.10588	1.002735	2.550104	0	0	0	5.162347	0
"MSTRG.12353"	1.244569	0	0	0	0	2.152229	1.420732	1.383549	1.494931	1.339332	0	0
"MSTRG.12354"	318.540497	317.945099	293.344238	293.340973	309.207458	316.709381	317.193634	310.516602	302.846161	312.874847	288.957336	293.06366
"MSTRG.12355"	0	0	0	0	0	0	0	0	0	0	0	1.221178
"MSTRG.12356"	0.309595	0.103857	0.149749	0.297877	0.491733	0.54554	0.632331	0.406988	0.672042	0.568672	0	0.121117
"MSTRG.12357"	111.41291	108.37603	78.878784	72.315552	95.320541	108.699005	136.136871	131.132309	122.414551	130.622223	105.447777	120.666672
"MSTRG.12358"	0	0	0	0	0	0	0	0	0	0	0	2.425088
"MSTRG.12359"	0	0.278944	0	0	0	0	0	0	0	0	0	0
"MSTRG.1236"	5.939049	9.311479	7.028474	4.755552	8.66185	13.638673	13.044111	14.094969	5.884564	7.712314	9.69733	7.469216
"MSTRG.12360"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12361"	0.478745	0.459631	0.393268	0.280744	0.090409	0.185493	0.225243	0.171883	0.097266	0.141952	0.45922	0
"MSTRG.12362"	1270.915161	1270.931274	950.287415	948.713806	1141.763794	1153.29541	1065.949707	1091.507935	1181.024536	1136.998047	1202.926514	1194.377441
"MSTRG.12363"	22.078207	18.940653	23.638012	18.914457	13.121582	16.346743	23.842813	22.797663	23.750072	22.161631	14.477488	15.104963
"MSTRG.12364"	9.921542	13.245879	9.863323	9.256229	8.262003	10.08206	10.421516	10.263886	16.724697	19.232796	13.535184	14.012561
"MSTRG.12365"	0	0	0	0	0	0	0	0	0	0	0.252703	0
"MSTRG.12366"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12367"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12368"	1.704629	1.273815	0.334814	1.826737	0.208403	0.139179	0.136011	0.332422	0.14167	0.639062	0.404395	1.354149
"MSTRG.12369"	2.17981	5.222892	4.872685	7.49334	2.644109	5.639078	4.649111	6.133004	4.021966	2.521869	2.136509	4.675408
"MSTRG.1237"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12370"	232.206238	237.030228	223.54068	214.859604	251.361816	252.039124	255.697662	284.533936	296.924835	299.710602	279.090851	269.285858
"MSTRG.12371"	604.575439	632.169861	850.341187	837.976135	609.551941	624.829102	799.820618	865.020508	741.027039	754.775452	728.049683	749.616333
"MSTRG.12372"	0	0	0	0	0	0	4.705508	4.675448	1.945989	1.283174	0	0
"MSTRG.12373"	0	0	2.040624	0	0	0	0.800421	0	0.841971	0	0	0
"MSTRG.12374"	69.399117	75.853821	96.422302	71.451279	69.674728	61.79269	88.997269	83.007179	111.739845	113.096634	106.385719	112.547791
"MSTRG.12375"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12376"	0.219086	0	0.415288	0.309259	0.519524	0.296333	0.166183	0.402119	0.61021	0.433506	0.507548	0.49719
"MSTRG.12377"	34.7547943540965	52.0623405794987	49.2339953931912	85.8083272297044	53.4171576210251	74.8871166403853	53.8849494990647	68.9233342190423	33.120378365881	54.9235751014777	41.0252377993827	41.9157212042649
"MSTRG.12378"	0	0	0	0	0	0	0	0	0	0	0.368025	0.166094
"MSTRG.12379"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.1238"	0.632063	0.62528	0	0.672522	0	0.563954	1.816513	0	1.858616	0.38363	2.02207	1.58884
"MSTRG.12380"	5.037094	5.784607	7.154205	6.848769	6.175353	7.203634	6.206111	6.965443	3.933799	4.119251	4.172232	3.951344
"MSTRG.12381"	7.088437	6.751585	6.806821	7.153112	5.966204	9.63706	6.836079	6.905196	6.597154	8.681929	9.232434	8.243825
"MSTRG.12382"	21.031597	22.849148	23.568764	24.377375	27.691578	25.757095	26.809366	23.367912	24.208961	24.310432	23.636778	22.445528
"MSTRG.12383"	0.581583	2.106614	1.180822	1.342106	1.84598	2.434565	0.942256	1.101786	1.796717	2.013446	1.438851	0.378246
"MSTRG.12384"	29.744268	22.158937	24.656073	29.031221	21.70719	18.204842	18.004873	22.00515	19.606968	17.541904	16.654083	14.877188
"MSTRG.12385"	0	0	0	0	0.370294	0	0.37037	0	0	0	0	0
"MSTRG.12386"	0.356489	0.590257	0	0	0	0	0.406948	0	0.292113	0	0	0
"MSTRG.12387"	0	0	0	0	0	0	0	0	0	0	0	0
"MSTRG.12388"	0	0	0	0	0.133797	0	0.126266	0	0	0.134949	0	0
